reaction_id,standard_dGr_prime(kJ/mol),SD(kJ/mol)
XAOx,-150.77149963378906,10.084717750549316
XOL27OHtm,209.9420131951532,4.002342393505387e-05
XOL7AH2tm,219.06991804130857,2.4291684894706123e-05
XOL7AH2tr,-3.662109293145477e-06,2.7048972697230056e-05
XOL7AONEtr,0.0,3.4526696254033595e-05
XOLDIOLONEt,6.10351571594947e-06,3.610888234106824e-05
XOLDIOLONEtm,-200.8140901642573,3.208847192581743e-05
XOLEST2te,-51.34451382486655,2.1107931388542056e-05
XOLESTte,-51.34451382486655,2.1107929569552653e-05
XOLTRI24tc,-6.10351571594947e-06,4.358781734481454e-05
XOLTRI24te,52.485505435233854,4.713558155344799e-05
XOLTRI25tc,2.441406195430318e-06,3.85247367375996e-05
XOLTRI25te,52.48550055241846,4.04677375627216e-05
XOLTRI27tc,1.220703097715159e-06,3.660074798972346e-05
XOLTRI27te,52.48549811093014,3.6437533708522096e-05
XOLTRIOLtm,219.0699254427236,2.9499624361051247e-05
XOLTRIOLtr,1.220703097715159e-06,3.227369234082289e-05
XSERtg,-67.88883792771792,1.000585689325817e-05
XYLK,-15.249412085981954,0.3613020777702331
XYLTD_Dr,22.3957274133884,0.7528679966926575
XYLTer,-19.051435466293185,1.6063497066497805
XYLtly,96.98405961608115,9.15018517844146e-06
XYLTt,-13.691864603823866,5.205908109928714e-06
XYLUR,-33.18833621256787,7.497888565063477
YVITEt,-54.76669400526858,3.208847556379624e-05
EX_4abutn[e],,
EX_acmana[e],,
EX_ahdt[e],,
EX_ctp[e],,
EX_dgmp[e],,
EX_dgtp[e],,
EX_dha[e],,
EX_dhap[e],,
EX_dtmp[e],,
EX_dttp[e],,
EX_fad[e],,
EX_fald[e],,
EX_g1p[e],,
EX_HC00229[e],,
EX_HC00250[e],,
EX_HC01104[e],,
EX_HC01361[e],,
EX_HC01440[e],,
EX_HC01441[e],,
EX_HC01444[e],,
EX_HC01446[e],,
EX_HC01577[e],,
EX_HC01609[e],,
EX_HC01610[e],,
EX_HC01700[e],,
EX_HC02160[e],,
EX_HC02161[e],,
EX_itp[e],,
EX_orot[e],,
EX_prpp[e],,
EX_pydx5p[e],,
EX_udpg[e],,
r0001,,
r0002,0.0,8.89732655195985e-06
r0009,-15.975656509399414,0.3459666669368744
r0013,-14.483487674673055,1.1583997011184692
r0016,-51.40225295490933,10.237475395202637
r0021,9.5894907874193,1.2012687921524048
r0022,0.6758320732140817,1.2012611627578735
r0023,,
r0024,-662.7292684138102,98.47933959960938
r0027,21.312491936428785,7.724563121795654
r0028,-24.65604103302316,0.3786611557006836
r0033,-2.0647915132405785,1.7698918581008911
r0034,34.72891916242605,69.63677215576172
r0047,-10.034276790524515,0.4586339890956878
r0051,17.92030562896182,16.582365036010742
r0055,-12.119494404281582,8.120100021362305
r0062,-29.14960652123959,0.6617657542228699
r0068,-21.48237700665925,3.5843021869659424
r0074,-38.93167244877883,1.4513334035873413
r0081,2.6370440863327005,0.4598322212696075
r0083,-13.923453965627765,4.058146953582764
r0084,-13.90311050415039,4.058145999908447
r0085,-60.96362864133973,70.24016571044922
r0086,-56.96750203347766,70.24016571044922
r0093,-32.48686585748494,0.7818211317062378
r0097,15.500018270863002,3.610121488571167
r0113,-25.0229143526246,1.0954960584640503
r0119,-35.26097965807807,0.7679259777069092
r0120,15.812247480419565,15.202322959899902
r0121,15.81225129511683,15.202309608459473
r0122,-26.404096785809987,0.4899698197841644
r0129,-26.880196084376536,7.828561782836914
r0130,-26.07137863696959,7.828559875488281
r0139,-24.82314624784033,0.3786846697330475
r0142,-176.51627524183328,5.409471035003662
r0145,-668.7688057850307,43.0182991027832
r0149,-25.68694414764491,0.378062903881073
r0153,-26.40409144329072,0.4899685680866241
r0156,-2.740600570391713,0.4974683821201324
r0157,-3.2373296672937144,0.4974682331085205
r0160,4.283796820889965,0.635442852973938
r0163,-43.09670065955606,13.412834167480469
r0165,-26.404007349341665,0.4899685382843017
r0166,-35.53387542298075,0.7679187655448914
r0170,-97.12810045356936,13.89102554321289
r0173,36.55003356933594,7.489443778991699
r0178,-38.724192044833,1.4766883850097656
r0179,-27.52730001222018,7.6992878913879395
r0181,-25.68699235690506,0.3780986368656158
r0186,-67.51156739166935,69.54733276367188
r0191,-15.87969204893625,0.6767393946647644
r0193,-22.896328458871533,70.18840026855469
r0196,24.13181636708645,4.107120990753174
r0202,33.06100845336914,7.488831043243408
r0205,-38.832559118853794,31.85938835144043
r0208,-2.514372441561246,0.1445439308881759
r0210,-31.883502467295543,2.566174268722534
r0221,-23.687402195827005,3.7242236137390137
r0224,-24.47552887832078,1.8204752206802368
r0226,-35.15481044897638,7.780194282531738
r0236,-18.641187046200475,18.22606658935547
r0239,-16.578372921990116,12.21467113494873
r0242,-13.004601141555163,1.0505259037017822
r0245,37.59136323941844,7.565152645111084
r0246,37.99664230242017,7.565159320831299
r0249,4.75184709590043,0.4883542656898498
r0267,-385.58832876287306,3.1141011714935303
r0268,-396.3808784342449,8.31135368347168
r0276,34.5718265819916,68.6646499633789
r0280,-26.404141788549392,0.4900020658969879
r0281,-126.94495413484456,42.08073425292969
r0283,-7.253685172904458,7.994818210601807
r0287,-27.228759330435366,1.446521282196045
r0301,10.871063713391266,67.47233581542969
r0308,26.659154891967773,0.7272299528121948
r0309,66.05279556825582,7.86463737487793
r0310,-15.51181354173366,31.69464492797852
r0311,-8.643484867440733,0.634891152381897
r0317,8.128854276681423,0.8169485330581665
r0319,13.89724911826319,3.77823257446289
r0321,-0.7860941927047378,0.9989115595817566
r0330,21.36620922572488,17.492219924926758
r0331,15.674989847041148,17.492229461669922
r0340,-14.161113834329312,0.6098853945732117
r0354,-15.33946882848436,0.3612907528877258
r0355,-15.339403739493497,0.3613089621067047
r0357,-15.33983366778704,0.3613058030605316
r0358,-15.33977525451639,0.3613329827785492
r0360,-15.339459291741196,0.3612988889217376
r0361,-15.339405646842128,0.3613173067569732
r0363,-11.031165629728248,42.9305305480957
r0364,-11.031107216457595,42.930572509765625
r0365,22.98037502736655,1.4897159337997437
r0366,,
r0368,,
r0377,-15.308605293166334,0.3612996339797973
r0380,-10.442826574389647,0.4586367309093475
r0381,-25.50964492377192,10.856898307800291
r0383,-44.99091576162492,4.507815361022949
r0384,-35.98504968887994,2.238733291625977
r0385,-34.87150605902674,4.214901447296143
r0386,-35.37877864297178,2.2810683250427246
r0388,-134.08968678086222,43.64249801635742
r0389,-116.63205850837784,5.604333877563477
r0390,-7.571522118633695,0.7480501532554626
r0391,4.586399758603822,14.378379821777344
r0393,-43.02403104394699,0.5728316307067871
r0394,-22.357215670535684,6.9610748291015625
r0395,-158.78198111605545,8.684956550598145
r0399,-413.7243476552612,31.640155792236328
r0400,-240.0396860077891,8.310572624206543
r0402,-37.757913101850335,8.670402526855469
r0403,-414.04311957847847,31.479013442993164
r0407,16.29956962759355,1.5425201654434204
r0408,-12.731398345705356,1.066059947013855
r0409,-12.731519274350806,1.0660605430603027
r0410,-35.57301395241151,0.7679041028022766
r0413,-26.40408039532036,0.4899778068065643
r0423,32.76715746613024,8.102956771850586
r0424,32.29148864746094,8.102945327758789
r0425,21.57026924821468,3.1120378971099854
r0426,0.3557396310184373,0.831656813621521
r0430,-16.811207422256054,3.8803341388702393
r0431,-16.81122458839375,3.880324602127075
r0432,8.775320596331056,3.8803341388702393
r0433,18.130090263977053,3.880336046218872
r0434,-1.9386550048611184,1.8221614360809328
r0437,-1.9640978574752808,1.822163462638855
r0438,-1.938656196954014,1.82214617729187
r0440,-1.9641064405441284,1.8221489191055296
r0441,,
r0443,,
r0444,-1.9386513093728368,1.8221347332000728
r0446,-1.935421077107378,1.8221479654312127
r0450,1.3766584799116686,0.967333436012268
r0451,-35.29701959117622,2.317718744277954
r0456,-15.32845861308223,0.3612990379333496
r0463,29.258848190307617,4.057803630828857
r0464,-29.71707053740886,42.76996612548828
r0465,-6.253394556368232,7.981571197509766
r0466,-29.01576500685932,8.000247955322266
r0470,59.06111082544103,2.7884438037872314
r0472,59.0583055597155,2.7884180545806885
r0474,59.05672679673989,2.7883970737457275
r0475,59.02525396520165,2.788410425186157
r0480,-13.151999158531218,31.339008331298828
r0483,5.601430065872478,2.2366418838500977
r0488,27.836214581685248,15.159836769104004
r0494,-24.79602370756252,0.3786774277687073
r0497,-25.68712747244177,0.3780922889709472
r0502,-14.19653370502876,8.3152494430542
r0504,-150.62126481827315,10.08471965789795
r0509,-4.168503168342816,31.74715232849121
r0510,,
r0511,,
r0512,4.771190451776874,10.320809364318848
r0514,-8.453610332521237,12.974764823913574
r0517,-23.728148314337844,4.028457164764404
r0522,-17.38519157946004,15.969644546508787
r0523,-7.755780588103136,16.008106231689453
r0525,37.22235312683317,2.2785141468048096
r0527,-72.18021512007714,68.10940551757812
r0531,-15.314519029006586,0.3613172173500061
r0537,-2.3870909363211865,2.532116413116455
r0539,-361.7278012643291,43.9028205871582
r0541,-27.054193040303176,32.18428421020508
r0545,-41.89185502853197,2.873042106628418
r0546,-41.88620015191895,2.873048782348633
r0547,-31.09924241465524,8.29752254486084
r0548,-30.68930430460886,8.297531127929688
r0549,-40.91396257002168,41.94798278808594
r0552,-31.87263184057021,7.2519211769104
r0553,-21.08002113404211,10.340270042419434
r0555,5.520120593908359,3.4856860637664795
r0556,-0.8074609147514167,0.567148745059967
r0557,0.9535902353079848,0.5671632885932922
r0558,-57.577381097609546,5.405433177947998
r0559,194.00211793289984,7.68766450881958
r0560,-14.561451008913536,31.282934188842773
r0561,1.2299494714624046,0.5671511292457581
r0568,0.0397604573340331,1.513904333114624
r0571,-29.92074429614356,3.4168527126312256
r0573,-8.738966102472332,0.6348985433578491
r0575,-70.13189776898443,15.75802993774414
r0578,-13.652182531193649,1.658350944519043
r0579,-12.574067042722064,1.658344864845276
r0580,-26.9777481464547,4.0483269691467285
r0584,-32.744393521305774,0.7818053960800171
r0587,-19.81009896238635,3.759843826293945
r0590,-5.861754518696557,0.1445256173610687
r0591,-32.388559230079714,0.7817949056625366
r0594,-39.0356904450899,1.4513260126113892
r0595,-102.78441380216483,40.65005874633789
r0596,-28.854772394013,1.1558170318603516
r0598,2.5311928922205595,1.0104621648788452
r0603,-21.04231456207833,31.221683502197266
r0604,1.2915320867880382,0.5671741366386414
r0610,-15.8795850668036,0.6767094135284424
r0611,-15.879596949512845,0.6767526865005493
r0614,-26.53433781743433,4.048326015472412
r0615,52.64579693797871,3.4977755546569824
r0616,52.69745469698626,3.497770071029663
r0617,63.438403829809545,7.759864807128906
r0618,63.89433910020456,7.759865283966064
r0620,7.111660507419288,12.944560050964355
r0625,-39.38659173560223,2.1778573989868164
r0626,,
r0627,-7.571545333159584,0.7480430006980896
r0629,-4.599535610606381,7.273003101348877
r0630,-7.250847690580372,7.349050521850586
r0633,66.05277268007666,7.864649772644043
r0634,27.33960022237136,1.4464725255966189
r0636,1.9354155934803143,1.822142004966736
r0637,-1.9640936851501465,1.8221548795700075
r0638,66.05276505067792,7.864654064178467
r0639,-27.3395906856278,1.446475386619568
r0641,-27.25392715471009,7.752450466156006
r0642,-45.542522410738144,2.7373509407043457
r0643,-45.32006785984832,2.7373626232147217
r0644,181.9672401725421,5.518441200256348
r0645,-32.44042765532577,2.528849601745605
r0647,83.37638860931123,16.25241470336914
r0648,25.42823647765225,8.320547103881836
r0649,-1.099547517367515,7.939765930175781
r0650,-8.739835039081555,0.6348959803581238
r0651,-8.739829317035657,0.6348903179168701
r0652,66.05275742128316,7.864652633666992
r0653,-27.339592592976544,1.446476697921753
r0655,-33.329834476789415,31.35321044921875
r0656,1.289468291974714,0.5671868324279785
r0660,1.4410315875472293,1.804067850112915
r0661,-1.178678035736084,1.8040640354156487
r0666,-25.74650805740887,13.796550750732422
r0668,4.137540142989447,4.635007381439209
r0669,7.582683426579081,4.4578776359558105
r0670,-34.77901132840938,4.224925994873047
r0672,23.812396173354905,9.46019458770752
r0673,-15.312773096278562,8.798057556152344
r0678,9.37671385551839,3.3133974075317383
r0679,-13.65882355504785,1.658352255821228
r0680,-12.657316194926509,1.658344268798828
r0681,2.660985328315337,1.823874354362488
r0682,64.08637154571859,7.829548358917236
r0683,-3.448631657782414,31.665691375732425
r0686,-37.09786904629328,8.41032600402832
r0688,-39.38423783407977,2.1778557300567627
r0691,28.371437932963115,7.493528842926025
r0692,29.8737503017228,7.576269149780273
r0693,-0.2578651155549067,2.77998161315918
r0694,29.873750301731,7.57626485824585
r0695,-0.2578611518459137,2.7799854278564453
r0696,29.87374267232815,7.576270580291748
r0697,-0.257879778297621,2.77998685836792
r0698,,
r0701,28.732761132741626,7.5762619972229
r0702,-0.2578559662417063,2.77998948097229
r0706,-87.5283432006836,6.94232988357544
r0707,-60.97051714767384,1.1007287502288818
r0708,21.974169859424045,6.944151401519775
r0709,21.974169859424045,6.944149971008301
r0712,64.2534514712556,8.086648941040039
r0713,7.878214162760024,3.705030918121338
r0714,20.36362379839045,0.8564527034759521
r0715,30.977766036987305,7.719915866851807
r0716,-1.4410487536846972,1.804082274436951
r0717,-1.1786993741989136,1.8040764331817627
r0718,20.36361998369307,0.8564516305923462
r0719,30.977771759033203,7.719938278198242
r0720,-1.4410358790814255,1.8040635585784912
r0721,-1.1786810159683228,1.804059267044068
r0722,20.363637149831,0.8564664125442505
r0723,30.9777889251709,7.7199387550354
r0724,27.33960403706868,1.4464545249938965
r0726,20.36362189104216,0.8564498424530029
r0727,30.977767944335938,7.719939708709717
r0728,1.44105721754471,1.8040984869003296
r0729,-1.1786962747573853,1.8040924072265625
r0730,20.363610446950247,0.8564695715904236
r0731,-1.441030395458597,1.804064154624939
r0732,-27.29632089657048,1.446481704711914
r0733,20.31539240708105,0.8932439088821411
r0734,-1.4338056462390227,1.7906086444854736
r0735,66.05278793886174,7.864659309387207
r0737,-13.084727415682645,0.9503556489944458
r0739,19.47463470720384,2.757084369659424
r0741,-402.0526917273133,7.821208477020264
r0743,25.96494102478028,8.116667747497559
r0744,5.770446300506592,4.210549354553223
r0747,19.790307166181023,8.000394821166992
r0750,19.79030334909266,8.000402450561523
r0752,-41.24800653212684,3.400794506072998
r0753,-30.05111831421128,8.339481353759766
r0754,-41.892216133671226,2.873046636581421
r0755,-30.69532600840704,8.297529220581055
r0756,-41.25379241555271,3.40078067779541
r0757,-30.056904197637152,8.3394775390625
r0758,-41.89318758368695,2.87304162979126
r0760,7.878227050433496,3.70503568649292
r0761,30.04362259871394,7.64555549621582
r0762,-0.0879878024919396,2.679091691970825
r0763,64.42331994049398,8.102211952209473
r0764,7.878224653185711,3.70502519607544
r0765,64.2534514712557,8.086652755737305
r0766,7.878228944711925,3.70503306388855
r0767,64.25345147125559,8.086648941040039
r0768,7.878224653177504,3.705031156539917
r0769,29.8737503017228,7.576262474060059
r0770,-0.257861449869246,2.7799766063690186
r0771,64.25345147125581,8.086647033691406
r0772,7.8782275142004465,3.705026865005493
r0773,64.25345147125549,8.086663246154785
r0774,-32.55947633824613,18.54991149902344
r0775,-15.652169504585466,11.805703163146973
r0776,-15.652161875190934,11.805712699890137
r0777,-21.231425648544217,5.522870063781738
r0778,-21.231425648544217,5.522871494293213
r0779,-23.1354553761779,3.642107963562012
r0780,61.08270562164628,11.285344123840332
r0781,-1313.0234441321236,25.42166519165039
r0782,-25.937901739255423,2.307537794113159
r0783,56.87184823028864,9.242916107177734
r0784,22.39572359869113,0.7528662085533142
r0786,-7.214676690654436,3.689136266708374
r0787,-16.55470011675498,42.76141357421875
r0788,-15.800623658302886,31.41810417175293
r0789,43.50499601557974,32.88404846191406
r0791,-66.22036906186406,7.912464141845703
r0795,31.922293421877043,39.35166549682617
r0796,-17.733966537966495,0.6528847217559814
r0797,-4.553899900069041,7.272979259490967
r0800,,
r0801,14.948714381155073,5.03160736116115e-05
r0802,,
r0803,,
r0804,,
r0805,,
r0806,,
r0807,,
r0808,,
r0809,2.2506138625444017,9.13331223273417e-06
r0812,-2.9424358317209585,3.4526696254033595e-05
r0813,23.06781375885985,0.3780768513679504
r0817,14.819231700964735,8.068423994700424e-06
r0818,-76.23809664522369,6.072922133171232e-06
r0819,-0.062225673709257,1.7220136214746162e-05
r0821,-9.187305992783784,1.92623683687998e-05
r0822,-9.141808997022984,1.3524485439120326e-05
r0825,126.07411447290228,8.9949226094177e-06
r0826,0.0,1.5560972315142862e-05
r0829,18.31907331953252,4.478499977267347e-05
r0830,16.751561051634738,1.4900581845722629e-05
r0834,3.775520117184009,0.0
r0835,9.23386720541167,0.0
r0836,7.666358599623194,0.0
r0838,3.0327437623128546,0.0
r0839,0.1871059837630584,8.068423085205723e-06
r0840,0.0,0.0
r0841,0.0,0.0
r0842,0.0,3.4526696254033595e-05
r0845,7.324218586290954e-06,4.164727215538733e-05
r0853,81.06827511913583,0.0
r0859,-1.8346633359059297,3.4440272429492325e-05
r0860,1.156288263009841,4.2215859139105305e-05
r0870,-28.44283583224828,2.796316039166413e-05
r0871,-3.130554668753133,1.220703143189894e-05
r0879,-0.5289403379154427,8.544921911379788e-06
r0881,-2.28406140969794,0.0
r0885,43.75257675199427,3.051757857974735e-06
r0886,6.103515488575795e-07,6.0729216784238815e-06
r0892,0.6202811345785655,0.0
r0899,7.986481484426136,6.095881417422788e-06
r0907,-33.95192713676252,8.068424904195126e-06
r0908,3.0517577442878974e-07,6.81711071592872e-06
r0909,141.5967781947093,5.980200057820184e-06
r0911,-10.34321406542935,9.150186997430865e-06
r0913,-19.620975125442023,3.9644670323468745e-05
r0915,19.641523145462457,2.283726462337654e-05
r0917,0.0660492882424179,1.830037217587233e-05
r0921,24.790634316923587,3.381121359780081e-06
r0924,26.44353589663801,0.3780697286128998
r0925,87.2439680978244,1.518230533292808e-06
r0926,-63.47768408350279,0.0
r0927,-20.53780511795332,7.59115266646404e-07
r0931,302.94317396245776,2.980116187245585e-05
r0932,302.9431788452701,1.7089842003770173e-05
r0934,-7.9803341884107795,5.276982392388163e-06
r0936,303.08721934885807,2.016008875216357e-05
r0937,303.0872205695612,1.6136846170411445e-05
r0940,-1.5390312670937354,0.0
r0941,19.65661242700316,0.0
r0942,10.269628107416167,3.7251454614306567e-06
r0944,33.6381053182362,2.02338687813608e-05
r0946,-2.898573395953292,9.05651268112706e-06
r0947,14.920364308782943,9.434264029550832e-06
r0950,-84.77537530481295,1.0553965694271028e-05
r0954,-13.710913543387782,5.0584667405928485e-06
r0960,5.34057608092553e-06,4.498755879467353e-05
r0961,-32.61818706433221,2.9499624361051247e-05
r0962,89.28346569955328,1.4938034837541636e-05
r0968,16.156703016690503,3.4085549032170093e-06
r0970,6.103515488575795e-07,2.1998072043061256e-05
r0973,-92.03330822787278,1.0500884854991456e-05
r0974,-15.985212025507082,2.287546749357716e-06
r0975,-28.22836112767641,4.57763690064894e-06
r0983,264.2583395993706,3.208847192581743e-05
r0984,264.25834448218296,1.2145843356847765e-05
r0986,303.13297196584017,3.208847192581743e-05
r0987,303.1329658623247,4.2215859139105305e-05
r0988,-57.04946089047579,2.429168853268493e-05
r0989,-3.662109293145477e-06,5.713881546398625e-05
r0990,82.57264982685501,5.060768307885155e-05
r0992,-66.41552717012365,2.9900997105869465e-05
r0993,15.5643336551326,0.3780797719955444
r0994,2.441406195430318e-06,1.7089843822759576e-05
r0995,0.0,8.631674063508399e-06
r0997,15.973915277588976,1.3302304068929516e-05
r0998,-8.544921911379788e-06,6.742658297298476e-05
r0999,34.22973892953361,6.0729216784238815e-05
r1000,-4.882812390860636e-06,5.4372700105886906e-05
r1001,-127.79089217218645,4.04677375627216e-05
r1002,3.662109293145477e-06,4.032017750432715e-05
r1003,34.229740150236935,3.417968764551915e-05
r1004,-3.0517577442878974e-07,1.941886876011268e-05
r1005,-34.474576429194414,1.591236468811985e-05
r1006,-3.45681242120021,1.6690075426595286e-05
r1007,2.441406195430318e-06,5.453688936540857e-05
r1008,43.35771794111341,5.409794539446011e-05
r1010,102.06436632880558,7.93567051005084e-06
r1011,2.441406195430318e-06,4.2215859139105305e-05
r1012,-115.5682815464716,0.3780801892280578
r1013,1.220703097715159e-06,3.6600740713765845e-05
r1014,-115.5682815464716,0.3780860602855682
r1015,-51.00314451079488,4.130146044190042e-05
r1017,72.0654847893905,0.3780825138092041
r1018,-4.882812390860636e-06,5.227688961895183e-05
r1019,82.57264921650591,4.869060285273008e-05
r1020,-219.0699192635992,2.1107929569552653e-05
r1021,-389.0768722802637,4.392411938169971e-05
r1024,-26.04194871035422,0.378079891204834
r1025,-26.04193917361105,0.3780928254127502
r1026,21.0136955689093,0.3780781328678131
r1027,-66.45242660011331,3.556836600182578e-05
r1028,23.23181359362845,0.3780840933322906
r1029,72.12146896718932,0.3780878186225891
r1030,3.6832085283047498,0.0
r1033,,
r1034,,
r1043,-16.588474781685616,3.0364608392119408e-06
r1044,-15.452423483388548,3.408555585338036e-06
r1045,-16.57116033381816,7.150497367547359e-06
r1048,,
r1049,,
r1050,-52.48550177312993,4.882812572759576e-05
r1051,446.12675896818826,3.6108885979047045e-05
r1052,446.126765071704,5.980199421173893e-05
r1054,,
r1055,,
r1056,,
r1057,,
r1059,143.6159014782944,7.374906090262812e-06
r1061,74.82990427138056,4.8155920921999495e-06
r1062,60.06471115989354,0.0
r1063,67.58562354412345,7.780486157571431e-06
r1064,97.19627993262677,2.5014642233145423e-06
r1067,93.69286066898336,3.036461066585616e-06
r1068,126.07227885370946,8.813190106593538e-06
r1071,143.6311586150748,8.068423085205723e-06
r1073,106.67290950620348,3.5654668408824364e-06
r1074,106.67090404603542,1.0276769899064677e-05
r1076,67.83917759492242,6.6353804868413135e-06
r1077,116.36802423082608,9.650505489844363e-06
r1078,50.021302912365584,8.494363100908231e-06
r1080,106.64842891914536,7.098206879163627e-06
r1081,,
r1082,,
r1088,-1.1370091399772295,1.3524486348615028e-05
r1090,1.144898226333706,1.3524486348615028e-05
r1092,,
r1093,,
r1094,,
r1095,,
r1096,,
r1097,,
r1098,,
r1099,,
r1100,,
r1101,,
r1102,,
r1103,,
r1104,,
r1105,,
r1106,-21.6788429284742,0.0
r1109,5.759697938446315,0.629840612411499
r1112,,
r1113,,
r1116,2.7639961050288697,3.4526696254033595e-05
r1117,85.31523853403361,1.363422143185744e-05
r1127,,
r1128,,
r1129,,
r1130,,
r1131,,
r1132,,
r1133,,
r1134,-880.943675860494,8.796919822692871
r1135,,
r1140,106.6767325692105,4.382089173304848e-06
r1143,-5.699787026214428,0.0
r1144,-7.98136573725417,7.928700142656453e-06
r1146,,
r1147,-19.637699530929297,1.0553964784776326e-05
r1148,2.378593014440993,1.0553964784776326e-05
r1150,20.619402487910293,0.0
r1154,-30.91457702213844,2.2611160278320312
r1155,27.383943255651378,7.4502909228613134e-06
r1156,-15.256827599615807,0.3613096177577972
r1159,0.0,1.7263348127016798e-05
r1162,-31.83106513185028,0.3780786097049713
r1163,-48.77239557284267,1.914598215080332e-05
r1164,-3.922238204505064,2.2331697940826416
r1165,4.732356029030953,4.568927764892578
r1166,-3.922304008032896,2.233133316040039
r1167,-3.922250363853024,2.233162879943848
r1168,-3.9222796893378273,2.2331554889678955
r1169,-4.163628536724914,2.530473470687866
r1170,,
r1171,-3.9277629049790193,2.2331974506378174
r1172,-22.703431722910167,2.210092306137085
r1173,-23.30678082129725,2.21010684967041
r1174,-22.70272508110473,2.210108518600464
r1175,-22.70339166858865,2.2100636959075928
r1176,-23.30676174781132,2.210073232650757
r1177,-22.70272889580132,2.21010160446167
r1178,-23.351827025355988,2.210111379623413
r1179,-22.70268311943458,2.210100173950196
r1180,-23.35178506368584,2.210113525390625
r1181,-22.702717451710207,2.210127592086792
r1182,,
r1183,-22.70553431658125,2.2101492881774902
r1184,-23.164851990360148,2.210120916366577
r1185,-10.36697036265577,2.0037803649902344
r1186,-1.712339889495695,4.432722091674805
r1187,-10.366975131027315,2.003786563873291
r1188,-10.366967501632956,2.003772497177124
r1189,-10.366972270004403,2.0037877559661865
r1190,-10.372505791971284,2.003759860992432
r1251,-17.298797186873983,3.8300461769104
r1252,-17.298785742782187,3.830056667327881
r1253,,
r1254,,
r1255,-8.644178157805982,0.6348872780799866
r1257,-8.644181018828917,0.6348838210105896
r1259,-8.402814528466749,1.229506492614746
r1260,-8.641218166639419,0.6348735094070435
r1262,-8.635849705482585,0.6348816752433777
r1290,-11.141284338515234,3.752049087779597e-05
r1291,215.81065354147387,5.031606997363269e-05
r1292,-43.89471824889718,4.508345955400728e-05
r1293,,
r1294,,
r1298,283.65516157557,2.429168853268493e-05
r1299,-283.6551603548669,2.726844286371488e-05
r1301,322.529784176415,0.0
r1302,322.529784176415,0.0
r1303,283.7361512103439,8.544921911379788e-06
r1304,-283.7361505999924,1.8218765035271645e-05
r1313,7.878220838480239,3.705034494400024
r1314,-29.87374648702542,7.57627534866333
r1315,-0.2578638936597812,2.7799839973449707
r1316,-64.25345910065002,8.086658477783203
r1317,-28.35541257787393,14.051913261413574
r1318,0.0,5.160990622243844e-05
r1319,,
r1320,,
r1321,,
r1322,,
r1323,,
r1324,,
r1325,,
r1326,,
r1327,,
r1328,,
r1329,,
r1330,-82.37742286715141,21.53921127319336
r1331,-93.29705869817,21.53921127319336
r1332,,
r1333,,
r1334,,
r1335,,
r1336,,
r1337,,
r1338,,
r1339,,
r1340,,
r1341,,
r1342,,
r1343,,
r1344,,
r1345,,
r1346,,
r1347,,
r1348,,
r1349,,
r1350,,
r1351,,
r1352,,
r1353,,
r1354,,
r1355,,
r1356,,
r1357,,
r1358,,
r1359,,
r1364,283.7361560931563,2.7048972697230056e-05
r1365,-283.736152431047,0.0
r1367,322.40756298363647,2.726844286371488e-05
r1368,-322.40756176293337,1.7263348127016798e-05
r1374,-13.047484032255085,1.1583915948867798
r1375,-292.1356371499933,1.3214500540925656e-05
r1377,-18.48501011261017,7.569692134857178
r1378,8.912061758022965,8.236748695373535
r1380,-56.87184823028864,9.242958068847656
r1381,-8.295404434204116,2.6777093410491943
r1382,53.26226402056194,32.17074966430664
r1383,-209.5139372092009,32.37287902832031
r1384,-46.148183432049,67.39269256591797
r1386,,
r1391,,
r1392,,
r1393,,
r1400,147.3492436570757,5.173696990823373e-05
r1401,-156.52088499562203,6.888054485898465e-05
r1402,,
r1403,,
r1411,-11.192980198943502,1.009181261062622
r1418,5.967829793740123,2.086726665496826
r1421,-2.2819783379628125,0.0
r1423,-4.294830487340208,0.0
r1427,31.14487437706342,4.272460955689894e-06
r1428,-8.154158144571197,1.7089842003770173e-05
r1429,-10.546642171900858,1.7263348127016798e-05
r1430,,
r1431,53.79846741212705,2.7884058952331543
r1432,53.7679976806734,2.788410186767578
r1433,28.451782365044537,7.555851459503174
r1434,31.87884941322056,5.674033673130907e-06
r1435,31.69064587702161,7.554256171715679e-06
r1436,50.13852454480872,4.448663275979925e-06
r1437,30.73635724645915,1.1719504982465878e-05
r1440,40.85509214812237,3.4085549032170093e-06
r1441,62.89132353777613,7.514082426496316e-06
r1443,-81.5273208618164,5.504196643829346
r1444,-81.52733612060547,5.504175186157227
r1445,-81.52729797363281,5.504162311553955
r1446,-15.685534778427495,31.824350357055664
r1447,-15.51186694749515,31.694643020629883
r1448,-15.511850735027563,31.69465446472168
r1449,-15.511869808518329,31.69464683532715
r1450,-15.344256260588793,31.643070220947266
r1451,-15.511840244614064,31.69463539123535
r1453,,
r1454,-48.16637990380016,7.4502909228613134e-06
r1455,39.73863751952862,8.494364010402933e-06
r1456,-60.5210741676774,8.494364010402933e-06
r1457,-66.38721001635625,8.04998779296875
r1459,0.0,0.0
r1464,9.129193916710731,9.150186087936165e-06
r1466,-1011.320375875698,18.58933448791504
r1467,343.5689008453664,4.466318205231801e-05
r1468,325.31308177105825,6.723847764078528e-05
r1472,30.833044474951407,13.09133243560791
r1474,-1.441044104517914,1.8040771484375
r1477,,
r1479,,
r1481,,
